turn,us_china_tension,shared_infrastructure,scientific_openness,mars_progress,neutral_access,us_power,china_power,us_public_cooperation,china_public_cooperation,third_force_strength,international_trust,run,event
5,70,45,36,23,17,82,79,39,34,8,40,45,none
6,77,49,36,23,14,82,79,39,34,8,39,45,none
7,72,59,36,23,19,82,78,39,34,12,43,45,none
8,71,66,36,23,21,82,78,39,34,12,46,45,none
9,70,73,36,23,23,83,78,40,35,12,49,45,none
10,71,83,36,23,20,83,78,41,36,12,51,45,none
0,60,15,30,20,20,80,78,40,35,10,30,46,initial
1,66,18,30,20,20,79,78,40,35,10,30,46,none
2,59,31,30,20,22,80,79,40,35,10,36,46,none
3,58,38,30,20,24,80,80,40,35,10,39,46,none
4,64,41,30,20,24,79,79,41,36,10,39,46,none
5,63,48,30,20,26,78,79,42,37,10,42,46,none
6,71,47,35,20,23,78,79,42,37,10,42,46,none
7,78,51,35,20,20,77,78,42,37,10,41,46,none
8,78,60,35,20,20,77,79,42,37,10,44,46,none
9,71,73,35,20,22,77,79,42,37,10,50,46,none
10,79,78,35,20,16,76,79,42,37,10,48,46,none
0,60,15,30,20,20,80,78,40,35,10,30,47,initial
1,53,28,30,20,22,79,77,40,35,10,36,47,none
2,53,36,30,20,21,79,77,40,35,10,38,47,none
3,59,39,30,20,21,79,77,40,35,10,38,47,none
4,54,47,30,35,23,80,77,41,36,10,42,47,mars_breakthrough
5,61,51,30,35,20,80,77,42,37,10,41,47,none
6,53,62,30,35,24,80,78,43,38,10,47,47,none
7,48,72,30,35,29,81,77,45,40,14,51,47,none
8,47,79,30,35,31,80,78,47,42,14,54,47,none
9,54,83,30,35,28,80,78,49,44,14,53,47,none
10,53,90,30,35,30,80,79,51,46,14,56,47,none
0,60,15,30,20,20,80,78,40,35,10,30,48,initial
1,59,22,30,20,22,80,79,40,35,10,33,48,none
2,61,26,30,35,22,79,80,40,35,10,34,48,mars_breakthrough
3,61,35,30,35,22,80,80,40,35,10,37,48,none
4,65,40,35,35,22,80,80,40,35,22,40,48,japanese_breakthrough
5,72,44,35,35,19,80,81,40,35,22,39,48,none
6,73,54,35,35,16,80,80,40,35,22,41,48,none
7,76,61,35,35,16,79,80,40,35,26,41,48,none
8,83,65,35,35,13,79,80,40,35,26,40,48,none
9,90,69,35,35,10,79,79,40,35,26,39,48,none
10,97,73,35,35,7,78,79,40,35,26,38,48,none
0,60,15,30,20,20,80,78,40,35,10,30,49,initial
1,59,22,30,20,22,80,78,40,35,10,33,49,none
2,59,31,30,20,22,80,78,40,35,10,36,49,none
3,51,46,30,20,22,80,78,41,36,10,43,49,chinese_base_accident
4,51,54,30,20,21,80,78,42,37,10,45,49,none
5,60,54,41,20,15,80,77,43,38,10,46,49,scientific_discovery
6,52,65,41,20,19,79,77,45,40,10,52,49,none
7,62,70,41,20,18,79,77,46,41,10,50,49,new_ice_discovery
8,68,73,41,20,18,78,78,47,42,10,50,49,none
9,67,80,41,20,20,77,79,49,44,10,53,49,none
10,73,83,41,20,20,78,79,50,45,10,53,49,none
0,60,15,30,20,20,80,78,40,35,10,30,50,initial
1,60,24,30,20,20,81,78,40,35,10,33,50,none
2,67,28,30,20,17,81,79,40,35,10,32,50,none
3,74,32,30,20,14,82,78,39,34,10,31,50,none
4,74,41,30,20,14,82,78,39,34,10,34,50,none
5,74,50,30,20,14,82,77,39,34,10,37,50,none
6,82,55,30,20,8,81,77,39,34,10,35,50,none
7,82,64,30,20,8,81,77,39,34,10,38,50,none
8,89,68,30,20,5,81,77,39,34,10,37,50,none
9,89,76,30,20,4,80,78,39,34,10,39,50,none
10,94,80,30,20,1,80,77,39,34,10,39,50,us_base_accident
0,60,15,30,20,20,80,78,40,35,10,30,51,initial
1,59,22,30,20,22,80,78,40,35,10,33,51,none
2,52,35,30,20,24,80,78,40,35,10,39,51,none
3,59,39,30,20,21,80,79,40,35,10,38,51,none
4,59,48,30,20,21,79,79,41,36,10,41,51,none
5,59,56,30,20,20,79,80,42,37,10,43,51,none
6,58,63,30,20,22,79,81,43,38,10,46,51,none
7,57,70,30,20,24,80,81,44,39,10,49,51,none
8,60,77,30,20,24,80,81,45,40,14,49,51,none
9,52,88,30,20,28,80,81,47,42,14,55,51,none
10,59,92,30,20,25,80,81,49,44,14,54,51,none
0,60,15,30,20,20,80,78,40,35,10,30,52,initial
1,67,19,30,20,17,80,78,40,35,10,29,52,none
2,73,22,30,20,17,81,78,39,34,10,29,52,none
3,73,31,30,20,17,80,78,38,33,10,32,52,none
4,68,41,30,20,22,80,77,39,34,14,36,52,none
5,71,51,30,20,22,80,77,39,34,26,38,52,japanese_breakthrough
6,71,60,30,20,22,80,76,39,34,26,41,52,none
7,70,67,30,20,24,79,76,40,35,26,44,52,none
8,76,70,30,20,24,80,76,40,35,26,44,52,none
9,82,73,30,20,24,80,76,40,35,26,44,52,none
10,89,77,30,20,21,81,75,40,35,26,43,52,none
0,60,15,30,20,20,80,78,40,35,10,30,53,initial
1,61,25,30,20,17,80,77,40,35,10,32,53,none
2,68,29,30,30,14,80,77,40,35,10,31,53,mars_breakthrough
3,71,28,35,45,14,79,77,39,34,10,33,53,mars_breakthrough
4,78,32,35,45,11,80,77,38,33,10,32,53,none
5,79,42,35,45,8,79,76,38,33,10,34,53,none
6,79,50,35,45,7,79,76,38,33,10,36,53,none
7,86,54,35,45,4,79,76,38,33,10,35,53,none
8,93,58,35,45,1,79,75,38,33,10,34,53,none
9,98,62,35,45,0,79,75,38,33,10,33,53,none
10,98,66,35,45,1,79,74,38,33,15,32,53,india_transport_success
0,60,15,30,20,20,80,78,40,35,10,30,54,initial
1,60,23,30,20,19,80,77,40,35,10,32,54,none
2,59,30,30,20,21,81,77,40,35,10,35,54,none
3,66,34,30,20,18,81,77,40,35,10,34,54,none
4,73,38,30,30,15,81,77,39,34,10,33,54,mars_breakthrough
5,80,42,30,30,12,81,77,39,34,10,32,54,none
6,87,46,30,30,9,81,77,39,34,10,31,54,none
7,95,51,30,30,3,81,77,39,34,10,29,54,none
8,95,59,30,30,2,82,77,39,34,10,31,54,none
9,98,64,30,30,0,82,77,39,34,10,29,54,none
10,98,68,30,30,0,82,78,39,34,10,28,54,none
0,60,15,30,20,20,80,78,40,35,10,30,55,initial
1,58,20,30,20,24,80,77,40,35,10,33,55,none
2,58,29,30,20,28,79,77,40,35,15,36,55,india_transport_success
3,58,38,30,20,28,78,77,40,35,15,39,55,none
4,58,46,30,20,27,78,77,41,36,15,41,55,none
5,59,56,30,20,24,78,77,42,37,15,43,55,none
6,67,58,34,20,23,78,77,43,38,24,47,55,rare_unknown
7,74,62,34,20,20,78,78,43,38,24,46,55,none
8,67,75,34,20,22,77,78,45,40,24,52,55,none
9,60,88,34,20,24,77,77,47,42,24,58,55,none
10,60,90,39,20,26,76,77,49,44,24,62,55,none
0,60,15,30,20,20,80,78,40,35,10,30,56,initial
1,58,20,30,20,24,79,77,40,35,10,33,56,none
2,58,29,30,20,24,78,77,40,35,10,36,56,none
3,66,34,30,20,18,78,78,40,35,10,34,56,none
4,61,44,30,20,23,79,78,41,36,14,38,56,none
5,68,48,30,20,20,79,79,42,37,14,37,56,none
6,68,57,30,20,20,79,78,43,38,14,40,56,none
7,75,61,30,20,17,78,78,43,38,14,39,56,none
8,84,60,30,35,14,78,78,43,38,14,36,56,mars_breakthrough
9,95,67,30,35,14,79,78,39,34,18,32,56,earth_tension
10,88,80,30,35,16,79,78,39,34,18,38,56,none
0,60,15,30,20,20,80,78,40,35,10,30,57,initial
1,59,22,30,20,22,81,78,40,35,10,33,57,none
2,59,30,30,20,21,80,78,40,35,10,35,57,none
3,58,37,30,20,23,80,78,40,35,10,38,57,none
4,65,41,30,20,20,79,78,41,36,10,37,57,none
5,72,45,30,20,17,79,77,41,36,10,36,57,none
6,64,60,30,20,17,80,77,42,37,10,43,57,chinese_base_accident
7,67,67,30,20,17,79,77,43,38,14,43,57,none
8,74,71,30,20,14,80,77,43,38,14,42,57,none
9,73,78,30,20,16,80,78,43,38,14,45,57,none
10,81,83,36,20,10,80,78,43,38,14,45,57,scientific_discovery
0,60,15,30,20,20,80,78,40,35,10,30,58,initial
1,55,25,30,20,25,79,77,40,35,14,34,58,none
2,47,36,30,20,29,80,78,40,35,14,40,58,none
3,40,49,30,20,31,80,79,41,36,14,46,58,none
4,40,57,30,20,30,80,79,42,37,14,48,58,none
5,40,65,30,20,29,80,79,43,38,14,50,58,none
6,39,72,30,20,31,80,79,45,40,14,53,58,none
7,39,80,30,20,30,81,79,47,42,14,55,58,none
8,46,84,30,20,27,81,79,49,44,14,54,58,none
9,38,95,30,20,31,81,80,51,46,14,60,58,none
10,33,100,30,20,36,81,79,53,48,26,66,58,japanese_breakthrough
0,60,15,30,20,20,80,78,40,35,10,30,59,initial
1,59,22,30,20,22,79,77,40,35,10,33,59,none
2,59,30,30,20,21,78,76,40,35,10,35,59,none
3,66,34,30,20,18,79,76,40,35,10,34,59,none
4,74,39,30,30,12,79,76,39,34,10,32,59,mars_breakthrough
5,73,45,30,30,13,80,75,39,34,10,34,59,none
6,81,44,35,30,10,79,75,39,34,10,34,59,none
7,83,49,35,30,12,79,76,39,34,14,34,59,none
8,90,53,35,30,9,79,76,39,34,14,33,59,none
9,89,60,35,30,11,79,75,39,34,14,36,59,none
10,91,64,35,45,11,79,75,39,34,14,37,59,mars_breakthrough
0,60,15,30,20,20,80,78,40,35,10,30,60,initial
1,59,22,30,20,22,80,77,40,35,10,33,60,none
2,60,32,30,20,19,79,77,40,35,10,35,60,none
3,59,39,30,20,21,79,77,40,35,10,38,60,none
4,59,48,30,20,21,79,76,41,36,10,41,60,none
5,59,56,30,20,20,79,75,42,37,10,43,60,none
6,51,67,30,20,24,78,75,43,38,10,49,60,none
7,52,77,30,20,21,78,75,45,40,10,51,60,none
8,50,86,30,20,21,78,74,47,42,10,55,60,chinese_base_accident
9,52,92,30,20,28,77,74,49,44,19,56,60,india_transport_success
10,43,99,31,26,30,76,73,51,46,29,58,60,rare_unknown
0,60,15,30,20,20,80,78,40,35,10,30,61,initial
1,59,22,30,20,22,80,77,40,35,10,33,61,none
2,60,26,35,20,22,81,77,40,35,10,37,61,none
3,60,34,35,20,21,81,77,40,35,10,39,61,none
4,67,38,35,20,18,81,78,40,35,10,38,61,none
5,75,43,35,20,12,80,78,40,35,10,36,61,none
6,74,50,35,20,14,81,78,40,35,10,39,61,none
7,74,58,35,20,13,81,77,40,35,10,41,61,none
8,81,62,35,20,10,80,76,40,35,10,40,61,none
9,88,66,35,20,7,81,76,40,35,10,39,61,none
10,95,70,35,20,4,82,75,40,35,10,38,61,none
0,60,15,30,20,20,80,78,40,35,10,30,62,initial
1,56,27,30,20,27,80,79,40,35,19,34,62,india_transport_success
2,63,31,30,20,24,80,79,40,35,19,33,62,none
3,70,35,30,20,21,80,78,40,35,19,32,62,none
4,63,48,30,20,23,80,79,41,36,19,38,62,none
5,64,58,30,20,20,80,79,42,37,19,40,62,none
6,64,67,30,20,20,79,79,43,38,19,43,62,none
7,67,74,30,20,20,78,78,44,39,23,43,62,none
8,66,81,30,20,22,78,79,45,40,23,46,62,none
9,65,91,30,20,19,78,79,46,41,23,49,62,chinese_base_accident
10,65,93,35,20,21,79,78,48,43,23,53,62,none
0,60,15,30,20,20,80,78,40,35,10,30,63,initial
1,59,22,30,20,22,81,79,40,35,10,33,63,none
2,66,26,30,20,19,81,79,40,35,10,32,63,none
3,69,33,30,20,19,81,79,40,35,14,32,63,none
4,77,38,30,20,13,81,78,39,34,14,30,63,none
5,70,51,30,20,15,80,78,40,35,14,36,63,none
6,76,54,30,20,15,79,78,40,35,14,36,63,none
7,75,61,30,20,17,79,78,40,35,14,39,63,none
8,75,70,30,20,17,80,78,40,35,14,42,63,none
9,69,82,30,20,20,80,78,41,36,18,47,63,us_base_accident
10,76,86,30,20,17,81,79,41,36,18,46,63,none
0,60,15,30,20,20,80,78,40,35,10,30,64,initial
1,59,22,30,20,22,80,78,40,35,10,33,64,none
2,58,29,30,20,24,79,78,40,35,10,36,64,none
3,50,44,30,20,24,79,78,41,36,10,43,64,us_base_accident
4,42,59,30,20,24,79,79,42,37,10,50,64,chinese_base_accident
5,34,70,30,20,28,80,78,44,39,10,56,64,none
6,41,74,30,20,25,81,78,46,41,10,55,64,none
7,33,85,30,20,29,81,77,48,43,10,61,64,none
8,41,90,36,20,23,80,78,50,45,10,61,64,scientific_discovery
9,47,92,36,20,22,80,77,52,47,10,60,64,none
10,48,100,36,20,19,80,76,54,49,10,62,64,none
0,60,15,30,20,20,80,78,40,35,10,30,65,initial
1,60,23,30,20,19,80,78,40,35,10,32,65,none
2,59,30,30,20,21,79,78,40,35,10,35,65,none
3,57,39,30,20,21,79,79,40,35,10,39,65,us_base_accident
4,57,48,30,20,21,80,78,41,36,10,42,65,none
5,65,53,30,20,15,79,78,42,37,10,40,65,none
6,63,58,30,20,19,79,78,43,38,10,43,65,none
7,54,65,27,24,21,79,78,44,39,10,50,65,rare_unknown
8,53,72,27,24,23,79,79,46,41,10,53,65,none
9,53,80,27,24,22,80,78,48,43,10,55,65,none
10,52,87,27,24,24,80,78,50,45,10,58,65,none
0,60,15,30,20,20,80,78,40,35,10,30,66,initial
1,62,21,30,20,27,80,79,40,35,19,31,66,india_transport_success
2,64,27,30,20,34,80,78,40,35,28,32,66,india_transport_success
3,59,37,30,20,39,79,79,40,35,32,36,66,none
4,58,44,30,20,41,79,79,41,36,32,39,66,none
5,58,52,30,20,40,79,78,42,37,32,41,66,none
6,59,62,30,20,37,80,78,43,38,32,43,66,none
7,60,72,30,20,34,81,78,44,39,32,45,66,none
8,60,74,35,20,36,82,78,45,40,32,49,66,none
9,66,77,35,30,36,83,79,46,41,32,49,66,mars_breakthrough
10,58,88,35,30,40,83,80,48,43,32,55,66,none
0,60,15,30,20,20,80,78,40,35,10,30,67,initial
1,59,21,30,20,21,80,77,40,35,10,32,67,none
2,66,25,30,20,18,81,76,40,35,10,31,67,none
3,58,40,30,20,18,80,76,40,35,10,38,67,chinese_base_accident
4,65,44,30,20,15,80,76,41,36,10,37,67,none
5,64,51,30,20,17,80,76,42,37,10,40,67,none
6,57,64,30,20,19,79,76,43,38,10,46,67,none
7,57,73,30,20,19,79,76,44,39,10,49,67,none
8,56,80,30,20,21,79,76,46,41,10,52,67,none
9,62,83,30,20,21,78,77,48,43,10,52,67,none
10,63,93,30,20,18,77,77,50,45,10,54,67,none
0,60,15,30,20,20,80,78,40,35,10,30,68,initial
1,59,22,30,30,22,80,78,40,35,10,33,68,mars_breakthrough
2,66,26,30,30,19,80,79,40,35,10,32,68,none
3,73,30,30,40,16,81,79,39,34,10,31,68,mars_breakthrough
4,73,38,30,40,15,80,78,38,33,10,33,68,none
5,76,45,30,40,19,81,77,38,33,19,33,68,india_transport_success
6,79,52,30,40,19,81,77,38,33,23,33,68,none
7,78,59,30,40,21,81,76,38,33,23,36,68,none
8,85,63,30,40,18,80,77,38,33,23,35,68,none
9,92,67,30,40,15,80,77,38,33,23,34,68,none
10,98,71,30,40,12,81,78,38,33,23,33,68,none
0,60,15,30,20,20,80,78,40,35,10,30,69,initial
1,59,22,30,20,22,80,77,40,35,10,33,69,none
2,62,27,30,35,19,80,77,40,35,10,33,69,mars_breakthrough
3,62,35,30,35,18,80,77,40,35,10,35,69,none
4,61,42,30,35,20,80,77,41,36,10,38,69,none
5,61,51,30,35,20,80,76,42,37,10,41,69,none
6,69,56,30,35,14,80,77,43,38,10,39,69,none
7,72,63,30,35,14,80,77,43,38,14,39,69,none
8,78,66,30,35,14,80,78,43,38,14,39,69,none
9,78,74,30,35,13,81,78,43,38,14,41,69,none
10,86,79,30,35,7,81,78,43,38,14,39,69,none
0,60,15,30,20,20,80,78,40,35,10,30,70,initial
1,60,23,30,20,19,79,79,40,35,10,32,70,none
2,60,32,30,20,23,78,80,40,35,15,35,70,india_transport_success
3,59,39,30,20,25,78,79,40,35,15,38,70,none
4,58,46,30,20,27,77,79,41,36,15,41,70,none
5,64,49,30,20,27,77,80,42,37,15,41,70,none
6,56,60,30,20,31,78,80,43,38,15,47,70,none
7,56,69,30,20,31,77,80,44,39,15,50,70,none
8,63,73,30,20,28,77,80,45,40,15,49,70,none
9,62,80,30,20,30,77,80,47,42,15,52,70,none
10,54,91,30,20,34,78,80,49,44,15,58,70,none
0,60,15,30,20,20,80,78,40,35,10,30,71,initial
1,67,19,30,20,17,80,78,40,35,10,29,71,none
2,61,34,30,20,17,80,79,40,35,10,35,71,none
3,60,41,30,20,19,79,79,41,36,10,38,71,none
4,60,43,41,20,21,78,78,42,37,10,44,71,scientific_discovery
5,59,50,41,20,23,77,79,43,38,10,47,71,none
6,65,53,41,20,23,77,80,44,39,10,47,71,none
7,65,61,41,20,22,77,81,45,40,10,49,71,none
8,64,68,41,20,24,76,82,47,42,10,52,71,none
9,65,78,41,20,21,75,82,49,44,10,54,71,none
10,65,87,41,20,21,76,81,51,46,10,57,71,none
0,60,15,30,20,20,80,78,40,35,10,30,72,initial
1,52,26,30,20,24,79,79,40,35,10,36,72,none
2,45,39,30,20,26,79,80,40,35,10,42,72,none
3,45,47,30,20,25,78,81,41,36,10,44,72,none
4,52,50,30,20,21,79,81,42,37,10,42,72,none
5,60,55,30,20,15,80,82,43,38,10,40,72,none
6,67,59,30,20,12,80,81,44,39,10,39,72,none
7,67,68,30,20,16,80,81,45,40,15,42,72,india_transport_success
8,65,77,30,20,16,80,81,46,41,15,46,72,us_base_accident
9,65,86,30,20,16,80,81,47,42,15,49,72,none
10,60,96,30,20,21,80,82,49,44,19,53,72,none
0,60,15,30,20,20,80,78,40,35,10,30,73,initial
1,55,25,30,20,25,80,78,40,35,14,34,73,none
2,54,32,30,20,27,79,79,40,35,14,37,73,none
3,63,36,30,20,29,80,79,40,35,14,36,73,new_ice_discovery
4,55,51,30,20,29,79,78,41,36,14,43,73,us_base_accident
5,62,55,30,30,26,80,79,42,37,14,42,73,mars_breakthrough
6,70,60,30,30,20,80,78,43,38,14,40,73,none
7,77,64,30,30,17,80,78,43,38,14,39,73,none
8,77,72,30,30,16,80,78,43,38,14,41,73,none
9,77,80,30,30,15,80,78,43,38,14,43,73,none
10,77,88,30,30,14,81,77,43,38,14,45,73,none
0,60,15,30,20,20,80,78,40,35,10,30,74,initial
1,60,24,30,20,20,80,78,40,35,10,33,74,none
2,59,31,30,20,22,79,78,40,35,10,36,74,none
3,59,39,30,20,21,78,77,40,35,10,38,74,none
4,59,47,30,20,20,78,77,41,36,10,40,74,none
5,66,51,30,20,17,78,78,42,37,10,39,74,none
6,59,57,35,20,21,79,78,43,38,10,46,74,none
7,51,68,35,20,25,78,77,45,40,10,52,74,none
8,50,74,35,20,26,78,77,47,42,10,54,74,none
9,48,83,35,20,26,78,78,49,44,10,58,74,us_base_accident
10,40,94,35,20,30,78,77,51,46,10,64,74,none
0,60,15,30,20,20,80,78,40,35,10,30,75,initial
1,61,25,30,20,17,80,77,40,35,10,32,75,none
2,61,33,30,20,16,79,77,40,35,10,34,75,none
3,59,42,30,20,16,78,78,41,36,10,38,75,chinese_base_accident
4,54,52,30,20,21,78,77,42,37,14,42,75,none
5,62,57,30,20,15,78,77,43,38,14,40,75,none
6,68,59,30,20,14,77,77,44,39,14,39,75,none
7,68,68,30,20,14,76,77,45,40,14,42,75,none
8,70,74,30,20,21,75,77,46,41,23,43,75,india_transport_success
9,77,78,30,20,18,76,76,46,41,23,42,75,none
10,77,87,30,20,18,77,76,46,41,23,45,75,none
0,60,15,30,20,20,80,78,40,35,10,30,76,initial
1,59,22,30,20,22,80,77,40,35,10,33,76,none
2,75,27,30,20,16,80,77,35,30,10,27,76,earth_tension
3,82,31,30,20,13,79,78,34,29,10,26,76,none
4,74,42,30,20,17,80,77,34,29,10,32,76,none
5,69,52,30,20,22,79,76,35,30,14,36,76,none
6,72,59,30,20,22,79,76,35,30,18,36,76,none
7,80,64,30,20,16,79,77,35,30,18,34,76,none
8,87,68,30,20,13,79,77,35,30,18,33,76,none
9,80,81,30,20,15,79,78,35,30,18,39,76,none
10,87,85,30,20,12,79,78,35,30,18,38,76,none
0,60,15,30,20,20,80,78,40,35,10,30,77,initial
1,70,20,30,20,19,79,78,40,35,10,28,77,new_ice_discovery
2,77,24,30,20,16,80,78,39,34,10,27,77,none
3,78,34,30,20,13,80,78,38,33,10,29,77,none
4,78,43,30,20,13,79,77,38,33,10,32,77,none
5,85,47,30,20,10,79,77,38,33,10,31,77,none
6,92,51,30,20,7,79,76,38,33,10,30,77,none
7,92,60,30,20,7,80,75,38,33,10,33,77,none
8,98,65,30,20,1,81,75,38,33,10,31,77,none
9,98,69,30,20,0,82,76,38,33,10,30,77,none
10,96,78,30,20,0,81,76,38,33,10,33,77,none
0,60,15,30,20,20,80,78,40,35,10,30,78,initial
1,59,22,30,20,22,80,78,40,35,10,33,78,none
2,59,30,30,20,21,81,77,40,35,10,35,78,none
3,51,41,30,20,25,80,78,41,36,10,41,78,none
4,47,53,30,20,28,80,78,42,37,14,45,78,none
5,47,61,30,20,27,80,79,43,38,14,47,78,none
6,40,74,30,20,29,80,79,45,40,14,53,78,none
7,35,82,30,35,31,81,78,47,42,14,57,78,mars_breakthrough
8,36,92,30,35,28,81,79,49,44,14,59,78,none
9,35,99,30,35,30,80,78,51,46,14,62,78,none
10,31,100,30,35,33,80,78,53,48,26,68,78,japanese_breakthrough
0,60,15,30,20,20,80,78,40,35,10,30,79,initial
1,59,22,30,20,22,80,78,40,35,10,33,79,none
2,66,26,30,20,19,80,78,40,35,10,32,79,none
3,74,31,30,20,13,79,78,39,34,10,30,79,none
4,63,44,29,30,15,78,78,40,35,5,38,79,rare_unknown
5,62,51,29,30,17,78,78,41,36,5,41,79,none
6,70,56,29,30,11,78,78,42,37,5,39,79,none
7,71,61,29,30,8,79,78,42,37,5,40,79,chinese_base_accident
8,78,65,29,30,5,79,78,42,37,5,39,79,none
9,77,72,29,30,7,79,79,42,37,5,42,79,none
10,68,81,29,30,13,79,79,43,38,5,48,79,none
0,60,15,30,20,20,80,78,40,35,10,30,80,initial
1,67,18,30,30,16,81,79,40,35,10,28,80,mars_breakthrough
2,73,21,30,30,16,80,80,39,34,10,28,80,none
3,80,25,30,30,13,80,80,38,33,10,27,80,none
4,80,34,30,30,13,81,80,37,32,10,30,80,none
5,87,38,30,30,10,82,79,36,31,10,29,80,none
6,86,45,30,30,12,83,79,36,31,10,32,80,none
7,86,53,30,30,11,83,79,36,31,10,34,80,none
8,93,57,30,30,8,84,80,36,31,10,33,80,none
9,98,61,30,30,5,84,80,36,31,10,32,80,none
10,95,68,30,30,7,83,80,36,31,10,35,80,none
0,60,15,30,20,20,80,78,40,35,10,30,81,initial
1,59,25,30,20,17,79,79,40,35,10,33,81,chinese_base_accident
2,59,34,30,20,21,79,80,40,35,15,36,81,india_transport_success
3,66,38,30,30,18,79,80,40,35,15,35,81,mars_breakthrough
4,72,41,30,30,18,80,81,40,35,15,35,81,none
5,71,48,30,30,20,81,81,40,35,15,38,81,none
6,70,55,30,30,22,81,81,41,36,15,41,81,none
7,82,62,35,28,22,82,81,41,36,16,41,81,rare_unknown
8,90,71,35,28,22,82,81,37,32,16,40,81,earth_tension
9,83,84,35,28,24,82,81,37,32,16,46,81,none
10,82,91,35,28,26,81,81,37,32,16,49,81,none
0,60,15,30,20,20,80,78,40,35,10,30,82,initial
1,61,25,30,20,17,81,78,40,35,10,32,82,none
2,64,32,30,20,17,81,78,40,35,14,32,82,none
3,65,42,30,20,14,82,78,41,36,14,34,82,none
4,63,51,30,20,14,82,78,42,37,14,38,82,us_base_accident
5,64,64,30,20,16,82,78,39,34,14,40,82,earth_tension
6,72,69,30,20,10,82,78,39,34,14,38,82,none
7,79,73,30,20,7,82,78,39,34,14,37,82,none
8,77,82,30,20,7,82,78,39,34,14,41,82,us_base_accident
9,83,85,30,20,7,82,78,39,34,14,41,82,none
10,83,93,30,20,6,82,79,39,34,14,43,82,none
0,60,15,30,20,20,80,78,40,35,10,30,83,initial
1,53,21,35,20,24,81,78,40,35,10,37,83,none
2,49,33,35,20,27,81,78,40,35,14,41,83,none
3,60,40,35,20,27,81,77,36,31,18,37,83,earth_tension
4,67,44,35,20,24,81,77,37,32,18,36,83,none
5,66,51,35,20,26,81,77,38,33,18,39,83,none
6,70,56,40,20,26,81,77,39,34,30,42,83,japanese_breakthrough
7,63,69,40,20,28,81,77,40,35,30,48,83,none
8,70,73,40,20,25,81,76,41,36,30,47,83,none
9,68,78,40,20,29,81,76,42,37,30,50,83,none
10,60,89,40,20,33,81,77,44,39,30,56,83,none
0,60,15,30,20,20,80,78,40,35,10,30,84,initial
1,67,19,30,20,17,80,78,40,35,10,29,84,none
2,60,32,30,20,19,79,77,40,35,10,35,84,none
3,68,37,30,20,13,79,77,40,35,10,33,84,none
4,75,41,30,20,10,79,76,40,35,10,32,84,none
5,75,50,30,20,10,79,77,40,35,10,35,84,none
6,81,53,30,20,10,78,76,40,35,10,35,84,none
7,88,57,30,20,7,79,76,40,35,10,34,84,none
8,95,61,30,20,4,78,76,40,35,10,33,84,none
9,98,65,30,30,1,78,75,40,35,10,32,84,mars_breakthrough
10,98,69,30,30,0,77,75,40,35,10,31,84,none
0,60,15,30,20,20,80,78,40,35,10,30,85,initial
1,60,23,30,20,19,79,78,40,35,10,32,85,none
2,51,30,27,22,21,79,78,40,35,18,33,85,rare_unknown
3,58,34,27,22,18,78,77,40,35,18,32,85,none
4,58,42,27,22,17,79,77,41,36,18,34,85,none
5,56,51,27,22,17,78,78,42,37,18,38,85,us_base_accident
6,49,64,27,22,19,78,77,43,38,18,44,85,none
7,56,68,27,22,16,77,78,44,39,18,43,85,none
8,62,70,27,22,15,76,77,45,40,18,42,85,none
9,71,70,38,22,9,76,78,45,40,18,43,85,scientific_discovery
10,71,79,38,22,9,76,77,45,40,18,46,85,none
0,60,15,30,20,20,80,78,40,35,10,30,86,initial
1,67,19,30,20,17,81,77,40,35,10,29,86,none
2,66,26,30,20,19,80,78,40,35,10,32,86,none
3,65,33,30,20,21,80,77,40,35,10,35,86,none
4,72,37,30,20,18,80,76,39,34,10,34,86,none
5,70,42,30,20,22,81,75,40,35,10,37,86,none
6,69,49,30,20,24,81,74,41,36,10,40,86,none
7,77,54,30,20,18,81,75,41,36,10,38,86,none
8,85,59,30,20,12,81,75,41,36,10,36,86,none
9,92,63,30,20,9,82,75,41,36,10,35,86,none
10,98,67,30,20,6,82,76,41,36,10,34,86,none
0,60,15,30,20,20,80,78,40,35,10,30,87,initial
1,53,28,30,20,22,80,78,40,35,10,36,87,none
2,52,35,30,20,24,80,78,40,35,10,39,87,none
3,52,44,30,20,24,81,79,41,36,10,42,87,none
4,52,52,30,20,23,80,79,42,37,10,44,87,none
5,55,59,30,20,23,80,79,43,38,14,44,87,none
6,62,63,30,20,20,80,79,44,39,14,43,87,none
7,71,63,41,20,14,80,79,44,39,14,44,87,scientific_discovery
8,71,71,41,20,13,79,79,44,39,14,46,87,none
9,71,79,41,20,12,79,79,44,39,14,48,87,none
10,74,86,41,30,12,80,78,44,39,18,48,87,mars_breakthrough
0,60,15,30,20,20,80,78,40,35,10,30,88,initial
1,62,23,30,20,24,80,77,40,35,10,32,88,new_ice_discovery
2,54,34,30,20,28,80,76,40,35,10,38,88,none
3,53,41,30,20,30,80,76,41,36,10,41,88,none
4,56,48,30,20,34,81,75,42,37,19,41,88,india_transport_success
5,56,56,30,20,33,81,75,43,38,19,43,88,none
6,64,61,30,20,27,81,75,44,39,19,41,88,none
7,67,68,30,20,27,81,74,45,40,23,41,88,none
8,74,72,30,20,24,80,74,45,40,23,40,88,none
9,74,80,30,20,23,80,74,45,40,23,42,88,none
10,74,89,30,20,23,79,74,45,40,23,45,88,none
